head,prompt_index,prompt,base_token_prob_delta,base_token_logit_delta,base_token_changed,base_token_rank_post,baseline_entropy,modified_entropy,entropy_delta,kl_divergence
L3.H0,13,"Up, Down,",0.006103515625,0.0390625,False,1,3.3893039226531982,3.3358309268951416,-0.05347299575805664,0.0005600410513579845
L3.H0,14,"April, May,",0.01025390625,0.0625,False,1,1.6733434200286865,1.641520619392395,-0.031822800636291504,0.000702354300301522
L3.H0,15,"100, 101,",0.01708984375,0.15625,False,1,3.5318715572357178,3.456028938293457,-0.07584261894226074,0.0024911444634199142
L3.H0,16,"Tuesday, Wednesday,",-0.006591796875,-0.015625,False,1,2.9783997535705566,2.96170973777771,-0.01669001579284668,0.002065319335088134
L3.H0,17,"Thursday, Friday,",-0.02783203125,-0.1015625,False,1,2.369088649749756,2.4630188941955566,0.09393024444580078,0.0034666885621845722
L3.H0,18,"March, April,",0.0146484375,0.0625,False,1,1.3285362720489502,1.2896268367767334,-0.0389094352722168,0.001322452793829143
L3.H0,19,"East, South,",-0.01123046875,-0.0234375,False,1,2.7817726135253906,2.781602621078491,-0.00016999244689941406,0.0006747939623892307
L3.H0,20,"Friday, Saturday,",0.00244140625,-0.0078125,False,1,2.5033023357391357,2.4767119884490967,-0.026590347290039062,0.001842561294324696
L3.H0,21,"99, 100,",0.01165771484375,0.15625,False,1,4.915748596191406,4.914665699005127,-0.0010828971862792969,0.010605396702885628
L3.H0,22,"A, B,",0.01806640625,0.078125,False,1,2.140479326248169,2.0879149436950684,-0.052564382553100586,0.002006381284445524
L3.H0,23,"January, February,",-0.00439453125,0.0,False,1,1.2851768732070923,1.2975581884384155,0.012381315231323242,0.0003836886025965214
L3.H0,24,"May, June,",0.0166015625,0.046875,False,1,1.3450031280517578,1.299405813217163,-0.04559731483459473,0.000744969816878438
L3.H0,25,"1, 2,",0.063720703125,0.375,False,1,3.0380711555480957,2.7271244525909424,-0.3109467029571533,0.02768300473690033
L3.H0,26,"November, December,",0.010009765625,0.0625,False,1,2.9685099124908447,2.919691562652588,-0.048818349838256836,0.001051614060997963
L3.H1,0,"10, 11,",-0.00732421875,-0.109375,False,1,3.2723989486694336,3.317342758178711,0.044943809509277344,0.0013223043642938137
L3.H1,1,"3, 4,",-0.0076904296875,-0.03125,False,1,3.762195587158203,3.7429232597351074,-0.019272327423095703,0.003909412771463394
L3.H1,2,"Monday, Tuesday,",-0.03662109375,-0.28125,False,1,1.582030177116394,1.7637863159179688,0.1817561388015747,0.004583476576954126
L3.H1,3,"5, 6,",-0.008056640625,-0.078125,False,1,3.500905990600586,3.542405366897583,0.04149937629699707,0.0027951672673225403
L3.H1,4,"4, 5,",-0.00537109375,-0.125,True,2,3.9696288108825684,3.9297351837158203,-0.03989362716674805,0.0030737181659787893
L3.H1,5,"7, 8,",-0.004150390625,-0.078125,False,1,3.577009677886963,3.610626459121704,0.03361678123474121,0.0007729174685664475
L3.H1,6,"North, East,",-0.00146484375,-0.015625,False,1,2.096099615097046,2.100619077682495,0.004519462585449219,0.00018572923727333546
L3.H1,7,"20, 21,",0.007568359375,-0.0078125,False,1,3.33726167678833,3.312774658203125,-0.024487018585205078,0.0005492366617545485
L3.H1,8,"Saturday, Sunday,",-0.02294921875,-0.203125,False,1,2.383121967315674,2.5368640422821045,0.15374207496643066,0.00407047662883997
L3.H1,9,"February, March,",-0.00146484375,-0.046875,False,1,1.405761480331421,1.4235762357711792,0.0178147554397583,0.00038749250234104693
L3.H1,10,"2, 3,",0.01123046875,0.0078125,False,1,3.9650635719299316,3.9247827529907227,-0.040280818939208984,0.0027396194636821747
L3.H1,11,"T, U,",0.0074462890625,-0.0078125,False,1,4.526601791381836,4.527031421661377,0.0004296302795410156,0.0016584346303716302
L3.H1,12,"B, C,",0.02001953125,-0.015625,False,1,2.532994031906128,2.5112924575805664,-0.021701574325561523,0.0019233115017414093
L3.H1,13,"Up, Down,",-0.00830078125,-0.0625,False,1,3.3893039226531982,3.4685826301574707,0.07927870750427246,0.0005683116614818573
L3.H1,14,"April, May,",-0.00439453125,-0.125,False,1,1.6733434200286865,1.7224539518356323,0.0491105318069458,0.0016106734983623028
L3.H1,15,"100, 101,",-0.00830078125,-0.1328125,False,1,3.5318715572357178,3.5743892192840576,0.042517662048339844,0.0006592510035261512
L3.H1,16,"Tuesday, Wednesday,",-0.033203125,-0.25,False,1,2.9783997535705566,3.1570589542388916,0.17865920066833496,0.010039304383099079
L3.H1,17,"Thursday, Friday,",-0.09619140625,-0.453125,False,1,2.369088649749756,2.8543643951416016,0.4852757453918457,0.030764669179916382
L3.H1,18,"March, April,",-0.01220703125,-0.21875,False,1,1.3285362720489502,1.4045817852020264,0.07604551315307617,0.0025609759613871574
L3.H1,19,"East, South,",-0.006591796875,-0.0234375,False,1,2.7817726135253906,2.792685031890869,0.010912418365478516,0.0005191323580220342
L3.H1,20,"Friday, Saturday,",-0.030517578125,-0.1640625,False,1,2.5033023357391357,2.637474775314331,0.1341724395751953,0.00788495596498251
L3.H1,21,"99, 100,",0.0045166015625,0.015625,False,1,4.915748596191406,4.920321464538574,0.004572868347167969,0.0008472321787849069
L3.H1,22,"A, B,",0.01416015625,-0.109375,False,1,2.140479326248169,2.1843554973602295,0.04387617111206055,0.0038700057193636894
L3.H1,23,"January, February,",0.01171875,0.0,False,1,1.2851768732070923,1.267777681350708,-0.017399191856384277,0.0015368275344371796
L3.H1,24,"May, June,",-0.00244140625,-0.109375,False,1,1.3450031280517578,1.3745770454406738,0.029573917388916016,0.00046728714369237423
L3.H1,25,"1, 2,",-0.02294921875,-0.140625,False,1,3.0380711555480957,3.142667293548584,0.10459613800048828,0.0032161232084035873
L3.H1,26,"November, December,",-0.017333984375,-0.1171875,False,1,2.9685099124908447,3.0875978469848633,0.11908793449401855,0.002058125101029873
L3.H2,0,"10, 11,",-0.003662109375,0.0234375,False,1,3.2723989486694336,3.2697954177856445,-0.0026035308837890625,0.000661425176076591
L3.H2,1,"3, 4,",0.0028076171875,0.015625,False,1,3.762195587158203,3.7257072925567627,-0.03648829460144043,0.0012486660853028297
L3.H2,2,"Monday, Tuesday,",-0.0009765625,0.046875,False,1,1.582030177116394,1.5686843395233154,-0.013345837593078613,0.001284488127566874
L3.H2,3,"5, 6,",-0.00341796875,0.015625,False,1,3.500905990600586,3.4807443618774414,-0.02016162872314453,0.0006650186842307448
L3.H2,4,"4, 5,",0.001953125,0.015625,False,1,3.9696288108825684,3.917532205581665,-0.05209660530090332,0.0012876642867922783
L3.H2,5,"7, 8,",-0.015380859375,-0.0546875,False,1,3.577009677886963,3.60721755027771,0.03020787239074707,0.0011331734713166952
L3.H2,6,"North, East,",0.00439453125,0.03125,False,1,2.096099615097046,2.0753841400146484,-0.02071547508239746,0.0002849486190825701
L3.H2,7,"20, 21,",-0.008056640625,0.0,False,1,3.33726167678833,3.3570990562438965,0.019837379455566406,0.0007437769672833383
L3.H2,8,"Saturday, Sunday,",-0.0087890625,-0.0078125,False,1,2.383121967315674,2.4371328353881836,0.054010868072509766,0.0005660891183651984
L3.H2,9,"February, March,",0.01220703125,0.09375,False,1,1.405761480331421,1.3611791133880615,-0.044582366943359375,0.0005915533984079957
L3.H2,10,"2, 3,",0.0096435546875,0.0390625,False,1,3.9650635719299316,3.896038293838501,-0.06902527809143066,0.0019322580192238092
L3.H2,11,"T, U,",-0.002685546875,0.03125,False,1,4.526601791381836,4.493434429168701,-0.033167362213134766,0.0010814298875629902
L3.H2,12,"B, C,",-0.0107421875,-0.015625,False,1,2.532994031906128,2.5591678619384766,0.026173830032348633,0.0003777202218770981
L3.H2,13,"Up, Down,",-0.01123046875,-0.046875,False,1,3.3893039226531982,3.4135451316833496,0.024241209030151367,0.0004034973680973053
L3.H2,14,"April, May,",0.00244140625,0.078125,False,1,1.6733434200286865,1.6497318744659424,-0.02361154556274414,0.000844862952362746
L3.H2,15,"100, 101,",0.004638671875,0.0703125,False,1,3.5318715572357178,3.5058648586273193,-0.026006698608398438,0.0007544587715528905
L3.H2,16,"Tuesday, Wednesday,",0.021484375,0.125,False,1,2.9783997535705566,2.84905743598938,-0.12934231758117676,0.004956887103617191
L3.H2,17,"Thursday, Friday,",0.00341796875,0.0625,False,1,2.369088649749756,2.312394142150879,-0.05669450759887695,0.0027813639026135206
L3.H2,18,"March, April,",-0.0029296875,0.078125,False,1,1.3285362720489502,1.3254168033599854,-0.0031194686889648438,0.001028205268085003
L3.H2,19,"East, South,",-0.00830078125,-0.03125,False,1,2.7817726135253906,2.788513422012329,0.0067408084869384766,0.0003506639041006565
L3.H2,20,"Friday, Saturday,",-0.005859375,-0.0078125,False,1,2.5033023357391357,2.5206964015960693,0.017394065856933594,0.0006510235252790153
L3.H2,21,"99, 100,",-0.00482177734375,-0.0390625,False,1,4.915748596191406,4.944624423980713,0.02887582778930664,0.0007210905314423144
L3.H2,22,"A, B,",-0.0146484375,-0.03125,False,1,2.140479326248169,2.179847240447998,0.0393679141998291,0.0005847434513270855
L3.H2,23,"January, February,",0.00341796875,0.078125,False,1,1.2851768732070923,1.2616888284683228,-0.02348804473876953,0.0007832562550902367
L3.H2,24,"May, June,",-0.00146484375,0.0625,False,1,1.3450031280517578,1.3377163410186768,-0.007286787033081055,0.0004592137411236763
L3.H2,25,"1, 2,",0.0078125,0.0390625,False,1,3.0380711555480957,3.002431869506836,-0.035639286041259766,0.0010907100513577461
L3.H2,26,"November, December,",0.015625,0.125,False,1,2.9685099124908447,2.885592460632324,-0.08291745185852051,0.0014522550627589226
L3.H3,0,"10, 11,",-0.01416015625,0.078125,False,1,3.2723989486694336,3.2846028804779053,0.01220393180847168,0.0047160424292087555
L3.H3,1,"3, 4,",-0.017822265625,0.0546875,False,1,3.762195587158203,3.6524555683135986,-0.10974001884460449,0.011886043474078178
L3.H3,2,"Monday, Tuesday,",0.00146484375,0.0,False,1,1.582030177116394,1.575355052947998,-0.006675124168395996,4.133013135287911e-05
L3.H3,3,"5, 6,",-0.02734375,0.0078125,False,1,3.500905990600586,3.495375394821167,-0.005530595779418945,0.004763164557516575
L3.H3,4,"4, 5,",-0.0113525390625,0.0625,True,2,3.9696288108825684,3.8507683277130127,-0.11886048316955566,0.005914638284593821
L3.H3,5,"7, 8,",-0.029052734375,0.0390625,False,1,3.577009677886963,3.5931878089904785,0.016178131103515625,0.005424391943961382
L3.H3,6,"North, East,",-0.007568359375,-0.046875,False,1,2.096099615097046,2.11251163482666,0.016412019729614258,0.0004792334511876106
L3.H3,7,"20, 21,",-0.025634765625,-0.125,False,1,3.33726167678833,3.427412748336792,0.09015107154846191,0.006580855697393417
L3.H3,8,"Saturday, Sunday,",0.00146484375,-0.0078125,False,1,2.383121967315674,2.382216215133667,-0.0009057521820068359,0.0004730022919829935
L3.H3,9,"February, March,",0.0,0.046875,False,1,1.405761480331421,1.393521785736084,-0.012239694595336914,0.000100960663985461
L3.H3,10,"2, 3,",-0.0107421875,0.0546875,False,1,3.9650635719299316,3.9076550006866455,-0.05740857124328613,0.008411519229412079
L3.H3,11,"T, U,",0.0006103515625,0.015625,False,1,4.526601791381836,4.53120231628418,0.00460052490234375,0.0012705579865723848
L3.H3,12,"B, C,",-0.001220703125,-0.015625,False,1,2.532994031906128,2.5335283279418945,0.0005342960357666016,0.0005535613745450974
L3.H3,13,"Up, Down,",-0.026123046875,-0.0703125,False,1,3.3893039226531982,3.4262380599975586,0.03693413734436035,0.0031455159187316895
L3.H3,14,"April, May,",0.00244140625,0.046875,False,1,1.6733434200286865,1.6448450088500977,-0.028498411178588867,0.0004559199442155659
L3.H3,15,"100, 101,",-0.0126953125,-0.109375,False,1,3.5318715572357178,3.589683771133423,0.05781221389770508,0.0015029420610517263
L3.H3,16,"Tuesday, Wednesday,",0.01220703125,-0.0234375,False,1,2.9783997535705566,2.9702398777008057,-0.008159875869750977,0.0018698489293456078
L3.H3,17,"Thursday, Friday,",0.0048828125,-0.0390625,False,1,2.369088649749756,2.367649555206299,-0.0014390945434570312,0.0005747057730332017
L3.H3,18,"March, April,",0.005859375,0.0625,False,1,1.3285362720489502,1.297691822052002,-0.030844449996948242,0.0007068737177178264
L3.H3,19,"East, South,",-0.010009765625,-0.046875,False,1,2.7817726135253906,2.802165985107422,0.02039337158203125,0.0005418555811047554
L3.H3,20,"Friday, Saturday,",0.00341796875,-0.03125,False,1,2.5033023357391357,2.5157229900360107,0.012420654296875,0.0005132101941853762
L3.H3,21,"99, 100,",0.01153564453125,0.0859375,False,1,4.915748596191406,4.9566426277160645,0.0408940315246582,0.003280311357229948
L3.H3,22,"A, B,",-0.0224609375,-0.171875,False,1,2.140479326248169,2.2559425830841064,0.1154632568359375,0.0013366297353059053
L3.H3,23,"January, February,",0.0,0.0625,False,1,1.2851768732070923,1.2714288234710693,-0.01374804973602295,0.0003024273319169879
L3.H3,24,"May, June,",-0.00146484375,0.015625,False,1,1.3450031280517578,1.3477519750595093,0.002748847007751465,-4.485010867938399e-05
L3.H3,25,"1, 2,",-0.01904296875,0.0390625,False,1,3.0380711555480957,3.0461857318878174,0.00811457633972168,0.003083653748035431
L3.H3,26,"November, December,",0.0087890625,0.0546875,False,1,2.9685099124908447,2.932079315185547,-0.03643059730529785,0.0005312701687216759
L3.H4,0,"10, 11,",0.05126953125,0.203125,False,1,3.2723989486694336,3.0379793643951416,-0.234419584274292,0.01030510850250721
L3.H4,1,"3, 4,",0.037841796875,-0.1640625,False,1,3.762195587158203,3.7490057945251465,-0.01318979263305664,0.03477965667843819
L3.H4,2,"Monday, Tuesday,",0.01708984375,0.125,False,1,1.582030177116394,1.48772394657135,-0.09430623054504395,0.002268353244289756
L3.H4,3,"5, 6,",0.05126953125,0.1640625,False,1,3.500905990600586,3.2835781574249268,-0.21732783317565918,0.019401222467422485
L3.H4,4,"4, 5,",0.0584716796875,0.046875,False,1,3.9696288108825684,3.8711097240448,-0.09851908683776855,0.034544169902801514
L3.H4,5,"7, 8,",0.073974609375,0.3671875,False,1,3.577009677886963,3.268378496170044,-0.30863118171691895,0.02123643085360527
L3.H4,6,"North, East,",0.000732421875,-0.0078125,False,1,2.096099615097046,2.0838918685913086,-0.012207746505737305,0.0002607777714729309
L3.H4,7,"20, 21,",0.01416015625,0.1171875,False,1,3.33726167678833,3.2543110847473145,-0.08295059204101562,0.002282019704580307
L3.H4,8,"Saturday, Sunday,",0.00927734375,0.0546875,False,1,2.383121967315674,2.315051317214966,-0.06807065010070801,0.0031179781071841717
L3.H4,9,"February, March,",-0.0048828125,-0.109375,False,1,1.405761480331421,1.4423823356628418,0.0366208553314209,0.00017625518376007676
L3.H4,10,"2, 3,",0.038330078125,-0.140625,False,1,3.9650635719299316,3.827469825744629,-0.13759374618530273,0.02625873312354088
L3.H4,11,"T, U,",-0.0035400390625,-0.0234375,False,1,4.526601791381836,4.549668788909912,0.023066997528076172,0.0005118870758451521
L3.H4,12,"B, C,",0.004150390625,0.0234375,False,1,2.532994031906128,2.5071277618408203,-0.025866270065307617,0.0007734766695648432
L3.H4,13,"Up, Down,",0.003662109375,0.1015625,False,1,3.3893039226531982,3.259336471557617,-0.12996745109558105,0.0037296698428690434
L3.H4,14,"April, May,",-0.00830078125,-0.125,False,1,1.6733434200286865,1.7324811220169067,0.059137701988220215,0.0011854025069624186
L3.H4,15,"100, 101,",0.029296875,0.1953125,False,1,3.5318715572357178,3.428203821182251,-0.1036677360534668,0.0046918150037527084
L3.H4,16,"Tuesday, Wednesday,",0.061279296875,0.1953125,False,1,2.9783997535705566,2.7930431365966797,-0.18535661697387695,0.017735155299305916
L3.H4,17,"Thursday, Friday,",0.048828125,0.171875,False,1,2.369088649749756,2.14145565032959,-0.22763299942016602,0.017679641023278236
L3.H4,18,"March, April,",-0.01025390625,-0.109375,False,1,1.3285362720489502,1.3697099685668945,0.041173696517944336,0.000998206320218742
L3.H4,19,"East, South,",-0.0146484375,-0.0078125,False,1,2.7817726135253906,2.767364740371704,-0.014407873153686523,0.0017283991910517216
L3.H4,20,"Friday, Saturday,",0.048828125,0.125,False,1,2.5033023357391357,2.370316505432129,-0.13298583030700684,0.010174470022320747
L3.H4,21,"99, 100,",0.00030517578125,-0.03125,False,1,4.915748596191406,4.965885162353516,0.050136566162109375,0.0021444575395435095
L3.H4,22,"A, B,",-0.00927734375,-0.0625,False,1,2.140479326248169,2.1782147884368896,0.0377354621887207,0.000767948804423213
L3.H4,23,"January, February,",-0.005859375,-0.078125,False,1,1.2851768732070923,1.3090953826904297,0.023918509483337402,0.00030831387266516685
L3.H4,24,"May, June,",-0.02197265625,-0.09375,False,1,1.3450031280517578,1.4167042970657349,0.07170116901397705,0.001562667079269886
L3.H4,25,"1, 2,",0.03759765625,0.1328125,False,1,3.0380711555480957,2.8859827518463135,-0.15208840370178223,0.009223900735378265
L3.H4,26,"November, December,",0.001220703125,0.0,False,1,2.9685099124908447,2.9470930099487305,-0.021416902542114258,0.003016785020008683
L3.H5,0,"10, 11,",-0.00439453125,-0.0703125,False,1,3.2723989486694336,3.3223304748535156,0.04993152618408203,0.0017916782526299357
L3.H5,1,"3, 4,",0.005615234375,0.078125,False,1,3.762195587158203,3.7192654609680176,-0.04293012619018555,0.0017828955315053463
L3.H5,2,"Monday, Tuesday,",0.0224609375,0.140625,False,1,1.582030177116394,1.485657811164856,-0.09637236595153809,0.002744905184954405
L3.H5,3,"5, 6,",-0.005126953125,-0.0234375,False,1,3.500905990600586,3.5302538871765137,0.029347896575927734,0.0015149940736591816
L3.H5,4,"4, 5,",0.008056640625,0.015625,False,1,3.9696288108825684,3.8850438594818115,-0.08458495140075684,0.0027213487774133682
L3.H5,5,"7, 8,",-0.019775390625,-0.1484375,False,1,3.577009677886963,3.6687731742858887,0.09176349639892578,0.0031067077070474625
L3.H5,6,"North, East,",-0.003173828125,-0.0703125,False,1,2.096099615097046,2.1317555904388428,0.035655975341796875,0.0005544298328459263
L3.H5,7,"20, 21,",-0.003662109375,0.0,False,1,3.33726167678833,3.3708953857421875,0.03363370895385742,0.0017432119930163026
L3.H5,8,"Saturday, Sunday,",-0.01220703125,-0.015625,False,1,2.383121967315674,2.4327173233032227,0.04959535598754883,0.0027489985805004835
L3.H5,9,"February, March,",-0.01220703125,0.015625,False,1,1.405761480331421,1.4302154779434204,0.02445399761199951,0.0006719214143231511
L3.H5,10,"2, 3,",-0.00439453125,0.0,True,2,3.9650635719299316,3.923564910888672,-0.041498661041259766,0.0027633451391011477
L3.H5,11,"T, U,",-0.015869140625,-0.1640625,False,1,4.526601791381836,4.660459995269775,0.13385820388793945,0.0021391112823039293
L3.H5,12,"B, C,",-0.007568359375,0.015625,False,1,2.532994031906128,2.5185272693634033,-0.01446676254272461,0.000888090580701828
L3.H5,13,"Up, Down,",-0.006103515625,-0.0625,False,1,3.3893039226531982,3.4610934257507324,0.07178950309753418,0.0014758259057998657
L3.H5,14,"April, May,",-0.00537109375,0.078125,False,1,1.6733434200286865,1.6605656147003174,-0.01277780532836914,0.0009790575131773949
L3.H5,15,"100, 101,",-0.00634765625,-0.09375,False,1,3.5318715572357178,3.550370693206787,0.018499135971069336,0.001036785775795579
L3.H5,16,"Tuesday, Wednesday,",0.008056640625,0.046875,False,1,2.9783997535705566,2.919149875640869,-0.0592498779296875,0.005182681605219841
L3.H5,17,"Thursday, Friday,",0.0361328125,0.1640625,False,1,2.369088649749756,2.2038097381591797,-0.16527891159057617,0.008063508197665215
L3.H5,18,"March, April,",-0.01708984375,-0.0625,False,1,1.3285362720489502,1.3903648853302002,0.06182861328125,0.0011042803525924683
L3.H5,19,"East, South,",0.008544921875,-0.0234375,False,1,2.7817726135253906,2.7947561740875244,0.012983560562133789,0.0011053197085857391
L3.H5,20,"Friday, Saturday,",0.052734375,0.234375,False,1,2.5033023357391357,2.3210630416870117,-0.18223929405212402,0.009857218712568283
L3.H5,21,"99, 100,",-0.00262451171875,-0.0546875,False,1,4.915748596191406,4.902557849884033,-0.013190746307373047,0.0027842302806675434
L3.H5,22,"A, B,",-0.01513671875,-0.0390625,False,1,2.140479326248169,2.1860616207122803,0.04558229446411133,0.001122422982007265
L3.H5,23,"January, February,",-0.01171875,-0.015625,False,1,1.2851768732070923,1.3242619037628174,0.0390850305557251,0.0007443800568580627
L3.H5,24,"May, June,",-0.00927734375,0.015625,False,1,1.3450031280517578,1.36726713180542,0.02226400375366211,0.0005541641730815172
L3.H5,25,"1, 2,",0.004638671875,0.0,False,1,3.0380711555480957,3.0423285961151123,0.0042574405670166016,0.00175532978028059
L3.H5,26,"November, December,",0.005859375,0.140625,False,1,2.9685099124908447,2.887866735458374,-0.0806431770324707,0.0021476587280631065
L3.H6,0,"10, 11,",0.01123046875,0.0,False,1,3.2723989486694336,3.2222213745117188,-0.050177574157714844,0.001098916050978005
L3.H6,1,"3, 4,",0.003173828125,-0.078125,False,1,3.762195587158203,3.784837007522583,0.022641420364379883,0.0017167326295748353
L3.H6,2,"Monday, Tuesday,",-0.01953125,-0.109375,False,1,1.582030177116394,1.6484887599945068,0.06645858287811279,0.0015482385642826557
L3.H6,3,"5, 6,",0.001708984375,-0.0625,False,1,3.500905990600586,3.522101879119873,0.02119588851928711,0.0006736547220498323
L3.H6,4,"4, 5,",0.010986328125,-0.078125,False,1,3.9696288108825684,3.993741035461426,0.024112224578857422,0.00244625611230731
L3.H6,5,"7, 8,",0.0009765625,-0.03125,False,1,3.577009677886963,3.579692840576172,0.0026831626892089844,0.0005597288254648447
L3.H6,6,"North, East,",-0.001220703125,0.0,False,1,2.096099615097046,2.101433038711548,0.005333423614501953,-5.547655746340752e-06
L3.H6,7,"20, 21,",0.00244140625,0.015625,False,1,3.33726167678833,3.3091306686401367,-0.02813100814819336,0.0008333176374435425
L3.H6,8,"Saturday, Sunday,",-0.01708984375,-0.1640625,False,1,2.383121967315674,2.484672784805298,0.10155081748962402,0.0009591460693627596
L3.H6,9,"February, March,",-0.0068359375,0.0,False,1,1.405761480331421,1.409611463546753,0.0038499832153320312,0.0005501781706698239
L3.H6,10,"2, 3,",0.0047607421875,-0.1015625,False,1,3.9650635719299316,3.965834617614746,0.0007710456848144531,0.0020880328956991434
L3.H6,11,"T, U,",0.00537109375,0.0625,False,1,4.526601791381836,4.488810062408447,-0.03779172897338867,0.0016143226530402899
L3.H6,12,"B, C,",0.000244140625,0.0,False,1,2.532994031906128,2.5284907817840576,-0.0045032501220703125,0.000541748246178031
L3.H6,13,"Up, Down,",-0.023681640625,-0.0859375,False,1,3.3893039226531982,3.4697389602661133,0.08043503761291504,0.0015278495848178864
L3.H6,14,"April, May,",-0.017578125,-0.0625,False,1,1.6733434200286865,1.7068099975585938,0.03346657752990723,0.0012765012215822935
L3.H6,15,"100, 101,",-0.0048828125,0.0,False,1,3.5318715572357178,3.549410581588745,0.017539024353027344,0.0004252090002410114
L3.H6,16,"Tuesday, Wednesday,",-0.01611328125,-0.109375,False,1,2.9783997535705566,3.010127067565918,0.03172731399536133,0.0022456918377429247
L3.H6,17,"Thursday, Friday,",-0.04296875,-0.2109375,False,1,2.369088649749756,2.531190872192383,0.16210222244262695,0.005743452347815037
L3.H6,18,"March, April,",-0.01220703125,-0.046875,False,1,1.3285362720489502,1.3527474403381348,0.02421116828918457,0.0010684358421713114
L3.H6,19,"East, South,",-0.003662109375,-0.0078125,False,1,2.7817726135253906,2.7839860916137695,0.0022134780883789062,0.0003778347163461149
L3.H6,20,"Friday, Saturday,",-0.019775390625,-0.1484375,False,1,2.5033023357391357,2.57672119140625,0.07341885566711426,0.0012522416654974222
L3.H6,21,"99, 100,",0.00653076171875,0.1015625,False,1,4.915748596191406,4.882077693939209,-0.033670902252197266,0.0014145122841000557
L3.H6,22,"A, B,",-0.00048828125,0.078125,False,1,2.140479326248169,2.0963428020477295,-0.04413652420043945,0.0012066328199580312
L3.H6,23,"January, February,",-0.00927734375,-0.03125,False,1,1.2851768732070923,1.3035547733306885,0.01837790012359619,0.00037036649882793427
L3.H6,24,"May, June,",-0.0107421875,-0.03125,False,1,1.3450031280517578,1.367485523223877,0.02248239517211914,0.0007247087778523564
L3.H6,25,"1, 2,",-0.004150390625,-0.078125,False,1,3.0380711555480957,3.073225498199463,0.03515434265136719,0.0012973216362297535
L3.H6,26,"November, December,",0.00146484375,0.0234375,False,1,2.9685099124908447,2.9281065464019775,-0.04040336608886719,0.0005704963696189225
L3.H7,0,"10, 11,",-0.014892578125,-0.1484375,False,1,3.2723989486694336,3.3540573120117188,0.08165836334228516,0.001345227938145399
L3.H7,1,"3, 4,",0.0076904296875,-0.0390625,False,1,3.762195587158203,3.794064998626709,0.03186941146850586,0.003498947015032172
L3.H7,2,"Monday, Tuesday,",0.01318359375,0.09375,False,1,1.582030177116394,1.5202927589416504,-0.06173741817474365,0.0011658761650323868
L3.H7,3,"5, 6,",-0.008544921875,-0.0625,False,1,3.500905990600586,3.5435779094696045,0.042671918869018555,0.0013067141408100724
L3.H7,4,"4, 5,",0.01220703125,0.0,False,1,3.9696288108825684,3.991832733154297,0.022203922271728516,0.004039691761136055
L3.H7,5,"7, 8,",-0.00244140625,-0.0703125,False,1,3.577009677886963,3.600093364715576,0.02308368682861328,0.0009024810860864818
L3.H7,6,"North, East,",0.00048828125,0.015625,False,1,2.096099615097046,2.0843725204467773,-0.011727094650268555,0.00010070879943668842
L3.H7,7,"20, 21,",-0.030029296875,-0.140625,False,1,3.33726167678833,3.4854702949523926,0.1482086181640625,0.006497100926935673
L3.H7,8,"Saturday, Sunday,",-0.00341796875,0.0,False,1,2.383121967315674,2.421593189239502,0.038471221923828125,0.0018300412921234965
L3.H7,9,"February, March,",-0.01171875,0.0,False,1,1.405761480331421,1.429887056350708,0.02412557601928711,0.0002514243242330849
L3.H7,10,"2, 3,",0.0078125,-0.0859375,False,1,3.9650635719299316,3.9726691246032715,0.007605552673339844,0.004452851600944996
L3.H7,11,"T, U,",0.0067138671875,0.0625,False,1,4.526601791381836,4.486142158508301,-0.040459632873535156,0.000603958556894213
L3.H7,12,"B, C,",0.004638671875,0.0390625,False,1,2.532994031906128,2.5199098587036133,-0.013084173202514648,0.0003698994405567646
L3.H7,13,"Up, Down,",-0.001953125,0.0078125,False,1,3.3893039226531982,3.3768725395202637,-0.01243138313293457,0.00023274961858987808
L3.H7,14,"April, May,",-0.01171875,-0.046875,False,1,1.6733434200286865,1.711484670639038,0.03814125061035156,0.000722663477063179
L3.H7,15,"100, 101,",-0.005859375,-0.0859375,False,1,3.5318715572357178,3.5650558471679688,0.03318428993225098,0.0005871047032997012
L3.H7,16,"Tuesday, Wednesday,",0.001953125,0.015625,False,1,2.9783997535705566,2.9683241844177246,-0.010075569152832031,0.003200879320502281
L3.H7,17,"Thursday, Friday,",0.01025390625,0.0625,False,1,2.369088649749756,2.3151097297668457,-0.053978919982910156,0.0027340385131537914
L3.H7,18,"March, April,",-0.00341796875,0.015625,False,1,1.3285362720489502,1.3292137384414673,0.0006774663925170898,0.0009204603265970945
L3.H7,19,"East, South,",-0.006103515625,0.03125,False,1,2.7817726135253906,2.7619171142578125,-0.019855499267578125,0.0005825279513373971
L3.H7,20,"Friday, Saturday,",-0.00439453125,-0.015625,False,1,2.5033023357391357,2.5268092155456543,0.023506879806518555,0.0016513393493369222
L3.H7,21,"99, 100,",-0.0001220703125,-0.125,False,1,4.915748596191406,5.001367568969727,0.08561897277832031,0.008853286504745483
L3.H7,22,"A, B,",0.013671875,0.015625,False,1,2.140479326248169,2.1120479106903076,-0.028431415557861328,0.001001347554847598
L3.H7,23,"January, February,",-0.0126953125,0.0,False,1,1.2851768732070923,1.3095957040786743,0.02441883087158203,0.0008090399205684662
L3.H7,24,"May, June,",-0.00537109375,-0.03125,False,1,1.3450031280517578,1.3593337535858154,0.014330625534057617,-2.9937305953353643e-05
